TrueGrade,PredictedGrade,Residual
66,67.456184,-1.4561843872070312
57,66.539055,-9.539054870605469
69,68.10168,0.8983230590820312
72,68.397575,3.6024246215820312
67,67.01934,-0.01934051513671875
65,65.84066,-0.8406600952148438
66,62.293175,3.7068252563476562
67,66.71384,0.286163330078125
69,65.57501,3.42498779296875
70,67.95858,2.0414199829101562
73,72.69638,0.303619384765625
67,68.95559,-1.9555892944335938
60,64.34633,-4.3463287353515625
65,67.72989,-2.729888916015625
64,58.34546,5.654541015625
53,62.92343,-9.923431396484375
66,60.860096,5.139904022216797
67,68.27324,-1.2732391357421875
66,66.03704,-0.03704071044921875
75,75.00037,-0.0003662109375
67,66.83899,0.1610107421875
62,66.74975,-4.749748229980469
71,67.42494,3.5750579833984375
67,65.89959,1.1004104614257812
65,66.879036,-1.8790359497070312
68,67.91713,0.0828704833984375
68,68.090164,-0.0901641845703125
68,67.56106,0.43894195556640625
63,63.732693,-0.7326927185058594
65,68.30483,-3.3048324584960938
55,65.85054,-10.850540161132812
60,58.10456,1.8954391479492188
69,71.078636,-2.0786361694335938
68,68.437775,-0.437774658203125
65,68.62355,-3.6235504150390625
74,72.06244,1.93756103515625
67,66.27867,0.7213287353515625
69,68.23202,0.7679824829101562
63,62.920258,0.079742431640625
66,66.44884,-0.4488372802734375
68,62.643017,5.356983184814453
66,72.03376,-6.033760070800781
67,69.24179,-2.241790771484375
59,59.932953,-0.932952880859375
69,69.11863,-0.11862945556640625
72,71.237755,0.7622451782226562
76,75.26781,0.7321929931640625
68,66.455124,1.5448760986328125
68,68.09773,-0.0977325439453125
69,67.68586,1.3141403198242188
63,63.2008,-0.20080184936523438
63,66.00615,-3.0061492919921875
69,68.99524,0.0047607421875
68,66.16226,1.837738037109375
66,64.865776,1.1342239379882812
62,59.437862,2.5621376037597656
59,62.3989,-3.3988990783691406
73,72.088326,0.9116744995117188
67,70.81857,-3.818572998046875
66,65.30231,0.69769287109375
82,81.433075,0.566925048828125
72,72.22785,-0.22785186767578125
67,67.75569,-0.7556915283203125
70,69.7035,0.29650115966796875
62,64.65325,-2.6532516479492188
58,59.041042,-1.0410423278808594
70,65.13211,4.867889404296875
67,62.427197,4.572803497314453
69,68.16874,0.8312606811523438
70,70.45048,-0.45047760009765625
69,66.889755,2.1102447509765625
71,70.45531,0.5446929931640625
65,65.31132,-0.31131744384765625
65,66.71384,-1.713836669921875
71,70.20451,0.7954864501953125
69,67.3338,1.66619873046875
70,69.62973,0.370269775390625
65,64.33829,0.661712646484375
57,63.63376,-6.633758544921875
73,67.59073,5.409271240234375
63,63.204834,-0.204833984375
70,64.34633,5.6536712646484375
79,66.10346,12.896537780761719
74,67.13034,6.869659423828125
72,71.37397,0.6260299682617188
71,76.29014,-5.290138244628906
60,66.37262,-6.37261962890625
66,66.668915,-0.668914794921875
69,68.92555,0.0744476318359375
62,67.35073,-5.350730895996094
69,61.199646,7.80035400390625
68,66.032845,1.9671554565429688
70,69.90374,0.09626007080078125
67,66.51999,0.480010986328125
69,67.759125,1.240875244140625
69,68.42667,0.573333740234375
62,67.35073,-5.350730895996094
70,72.04652,-2.0465164184570312
65,66.356,-1.3560028076171875
65,61.981773,3.0182266235351562
65,65.53903,-0.539031982421875
61,61.2195,-0.21950149536132812
68,66.628784,1.3712158203125
64,65.10316,-1.1031570434570312
67,65.03648,1.9635162353515625
72,71.84523,0.1547698974609375
68,69.053764,-1.0537643432617188
70,66.562096,3.4379043579101562
66,67.454216,-1.4542160034179688
71,70.11337,0.886627197265625
69,68.28399,0.7160110473632812
60,59.037792,0.9622077941894531
70,70.06335,-0.06334686279296875
68,69.31751,-1.3175125122070312
69,70.76254,-1.762542724609375
64,61.444492,2.5555076599121094
50,51.315987,-1.3159866333007812
73,72.84716,0.15283966064453125
63,61.444492,1.5555076599121094
69,66.14779,2.8522109985351562
67,67.75569,-0.7556915283203125
71,68.3609,2.63909912109375
61,61.108864,-0.10886383056640625
68,69.2956,-1.2956008911132812
66,65.95017,0.04982757568359375
64,67.84468,-3.8446807861328125
66,61.210583,4.789417266845703
58,61.444492,-3.4444923400878906
64,64.12318,-0.12317657470703125
62,63.249874,-1.2498741149902344
77,64.43929,12.560707092285156
66,70.1147,-4.1147003173828125
70,67.80956,2.1904373168945312
67,68.74458,-1.7445831298828125
69,68.49737,0.5026321411132812
70,69.12146,0.8785400390625
59,68.2222,-9.222198486328125
71,68.41809,2.5819091796875
60,67.95829,-7.958290100097656
77,72.788,4.211997985839844
68,66.36794,1.6320571899414062
76,69.97198,6.028022766113281
67,64.18673,2.8132705688476562
71,70.45531,0.5446929931640625
64,64.43929,-0.43929290771484375
71,69.26695,1.7330474853515625
67,64.67213,2.3278732299804688
67,65.79697,1.203033447265625
67,68.78079,-1.780792236328125
70,68.85411,1.1458892822265625
66,68.85411,-2.8541107177734375
66,66.68949,-0.6894912719726562
68,67.79526,0.204742431640625
70,63.643566,6.356433868408203
70,72.788,-2.7880020141601562
56,63.61079,-7.610790252685547
69,69.386345,-0.38634490966796875
70,70.40783,-0.40782928466796875
70,68.7809,1.2191009521484375
63,66.00615,-3.0061492919921875
72,69.8281,2.1718978881835938
72,71.964424,0.03557586669921875
63,67.456184,-4.456184387207031
69,67.598816,1.40118408203125
60,66.37262,-6.37261962890625
67,68.27324,-1.2732391357421875
66,65.14805,0.8519515991210938
70,62.063892,7.936107635498047
56,60.288235,-4.288234710693359
68,67.25658,0.7434234619140625
71,71.13076,-0.13076019287109375
69,63.96955,5.030448913574219
74,67.19851,6.801490783691406
68,68.31114,-0.3111419677734375
70,68.31114,1.6888580322265625
69,69.20132,-0.20131683349609375
68,64.16119,3.8388137817382812
71,70.561874,0.4381256103515625
69,68.28861,0.7113876342773438
63,61.643147,1.3568534851074219
72,76.38224,-4.382240295410156
56,66.63134,-10.631340026855469
67,67.25658,-0.2565765380859375
66,60.178226,5.821773529052734
65,63.343594,1.6564064025878906
68,67.84622,0.153778076171875
67,68.32295,-1.3229522705078125
68,67.74132,0.2586822509765625
64,58.458885,5.541114807128906
69,67.096214,1.9037857055664062
66,70.1147,-4.1147003173828125
69,67.79909,1.2009124755859375
64,71.46824,-7.468238830566406
66,63.553013,2.4469871520996094
69,66.71384,2.286163330078125
63,59.932953,3.067047119140625
68,67.95858,0.04141998291015625
68,65.21393,2.78607177734375
63,65.30231,-2.30230712890625
68,67.9659,0.0341033935546875
66,66.22512,-0.22512054443359375
73,72.96791,0.0320892333984375
67,71.3769,-4.376899719238281
56,58.44978,-2.449779510498047
58,69.51566,-11.515663146972656
66,72.03376,-6.033760070800781
70,68.31114,1.6888580322265625
74,72.30052,1.6994781494140625
70,68.53265,1.46734619140625
70,68.7809,1.2191009521484375
71,71.48875,-0.48874664306640625
69,68.09773,0.9022674560546875
60,60.279026,-0.2790260314941406
64,65.84066,-1.8406600952148438
62,62.063637,-0.06363677978515625
73,71.1043,1.8956985473632812
69,66.21613,2.7838668823242188
65,66.63134,-1.6313400268554688
66,67.05043,-1.0504302978515625
73,72.86225,0.13774871826171875
64,66.28921,-2.2892074584960938
61,62.92343,-1.923431396484375
70,69.38696,0.613037109375
64,58.34546,5.654541015625
62,62.15252,-0.15251922607421875
66,66.20218,-0.202178955078125
57,60.271065,-3.2710647583007812
69,68.9503,0.0496978759765625
59,57.218857,1.7811431884765625
66,66.00615,-0.0061492919921875
63,58.588863,4.411136627197266
73,67.59073,5.409271240234375
57,60.948906,-3.9489059448242188
68,70.20451,-2.2045135498046875
69,71.288185,-2.2881851196289062
65,65.805824,-0.8058242797851562
69,68.61404,0.38596343994140625
70,69.242874,0.7571258544921875
66,67.30893,-1.308929443359375
72,70.92719,1.0728073120117188
75,74.28195,0.718048095703125
72,70.172844,1.8271560668945312
60,61.054886,-1.0548858642578125
58,58.70792,-0.7079200744628906
66,60.178226,5.821773529052734
70,71.602844,-1.60284423828125
73,72.70098,0.29901885986328125
66,66.925575,-0.9255752563476562
66,68.35959,-2.359588623046875
68,67.33993,0.6600723266601562
71,64.60904,6.390960693359375
71,70.45048,0.5495223999023438
75,73.06948,1.9305191040039062
68,64.00882,3.991180419921875
68,67.666985,0.33301544189453125
69,63.6025,5.397499084472656
65,66.455124,-1.4551239013671875
68,67.06444,0.9355621337890625
65,66.654495,-1.6544952392578125
64,67.55499,-3.55499267578125
68,69.31751,-1.3175125122070312
68,68.09773,-0.0977325439453125
71,70.37691,0.6230926513671875
62,63.249874,-1.2498741149902344
73,73.77376,-0.7737579345703125
75,73.636406,1.3635940551757812
72,70.612724,1.3872756958007812
67,66.62994,0.37006378173828125
59,58.34546,0.654541015625
71,71.03479,-0.0347900390625
70,69.89792,0.102081298828125
63,63.0034,-0.003398895263671875
61,58.118206,2.881793975830078
67,70.20451,-3.2045135498046875
69,67.17604,1.8239593505859375
64,68.85411,-4.8541107177734375
68,66.154594,1.8454055786132812
67,68.38128,-1.3812789916992188
68,67.77043,0.2295684814453125
73,72.2457,0.754302978515625
68,68.70118,-0.7011795043945312
58,58.34546,-0.345458984375
64,64.852005,-0.8520050048828125
67,67.48409,-0.48409271240234375
70,70.37691,-0.3769073486328125
69,69.45938,-0.459381103515625
69,68.22161,0.7783889770507812
59,63.49519,-4.495189666748047
65,69.19681,-4.196807861328125
65,61.2195,3.780498504638672
71,70.083084,0.9169158935546875
67,69.82184,-2.82183837890625
60,61.054886,-1.0548858642578125
68,68.93928,-0.9392776489257812
65,65.43229,-0.43228912353515625
65,66.467865,-1.467864990234375
69,67.8337,1.1662979125976562
67,66.51607,0.4839324951171875
65,64.97218,0.0278167724609375
71,70.3148,0.6852035522460938
